,id,left,top,right,bottom,geometry,x,y,dep,X1,X2,b0,b1,b2,zone
27,28,0.0,13.0,1.0,12.0,"POLYGON ((0 13, 1 13, 1 12, 0 12, 0 13))",27.0,0.0,-0.24395699606818652,0.8247396183907055,-0.060356245692725116,-0.1495641514574615,0.031912674240243355,2.0,2
28,29,0.0,12.0,1.0,11.0,"POLYGON ((0 12, 1 12, 1 11, 0 11, 0 12))",28.0,0.0,-0.417923617559369,-0.8987214727366175,-0.0037664624024828976,-0.48302926317016714,-0.08082434059862686,2.0,2
29,30,0.0,11.0,1.0,10.0,"POLYGON ((0 11, 1 11, 1 10, 0 10, 0 11))",29.0,0.0,-3.005110370641265,0.4739859277322609,-1.103919341146586,-0.7175138059457185,-0.1682705703605345,2.0,2
30,31,0.0,10.0,1.0,9.0,"POLYGON ((0 10, 1 10, 1 9, 0 9, 0 10))",30.0,0.0,0.5238338523680257,1.3019669602944755,0.8283593333225941,-0.8353057194240971,-0.2285611723862484,2.0,3
31,32,0.0,9.0,1.0,8.0,"POLYGON ((0 9, 1 9, 1 8, 0 8, 0 9))",31.0,0.0,0.40927562216391067,-0.5525340105558498,0.5490414841909801,-0.8329025498204468,-0.26078974479315287,2.0,3
32,33,0.0,8.0,1.0,7.0,"POLYGON ((0 8, 1 8, 1 7, 0 7, 0 8))",32.0,0.0,-2.0260393469200957,0.24311182247782734,-0.6197803627790198,-0.7220189258699903,-0.2651442239011006,2.0,3
33,34,0.0,7.0,1.0,6.0,"POLYGON ((0 7, 1 7, 1 6, 0 6, 0 7))",33.0,0.0,3.9669033097652573,0.1250824106862816,2.262770047609219,-0.5282426958185162,-0.24299251563751545,2.0,3
34,35,0.0,6.0,1.0,5.0,"POLYGON ((0 6, 1 6, 1 5, 0 5, 0 6))",34.0,0.0,2.7464595160541476,-0.9930372900366683,1.419231111032262,-0.28753593963595314,-0.19690422060419976,2.0,3
35,36,0.0,5.0,1.0,4.0,"POLYGON ((0 5, 1 5, 1 4, 0 4, 0 5))",35.0,0.0,-2.448315164116888,-0.8737100372146223,-1.2606224615410788,-0.04117572676411374,-0.13059880380125932,2.0,3
36,37,0.0,4.0,1.0,3.0,"POLYGON ((0 4, 1 4, 1 3, 0 3, 0 4))",36.0,0.0,1.6212698180570468,-0.9639353961177777,0.7021135076432165,0.16998756084148425,-0.04881576308811075,2.0,3
37,38,0.0,3.0,1.0,2.0,"POLYGON ((0 3, 1 3, 1 2, 0 2, 0 3))",37.0,0.0,0.012686301713779657,-0.6286452571246036,-0.13566128483238302,0.3109724929007176,0.04289163278746799,2.0,3
38,39,0.0,2.0,1.0,1.0,"POLYGON ((0 2, 1 2, 1 1, 0 1, 0 2))",38.0,0.0,2.147949958088723,0.601529935672592,0.853876667219596,0.3569261578464309,0.1384311251442416,2.0,3
39,40,0.0,1.0,1.0,0.0,"POLYGON ((0 1, 1 1, 1 0, 0 0, 0 1))",39.0,0.0,-2.0416939879053153,-1.7201688082560667,-0.9695346471222069,0.2955956409897651,0.2315007298931251,2.0,3
40,41,1.0,40.0,2.0,39.0,"POLYGON ((1 40, 2 40, 2 39, 1 39, 1 40))",0.0,1.0,7.028981082821474,1.9226453335155087,0.9304119933164898,2.187430313760947,1.5503258611807322,2.0,0
41,42,1.0,39.0,2.0,38.0,"POLYGON ((1 39, 2 39, 2 38, 1 38, 1 39))",1.0,1.0,4.524842437134783,1.9925713052811553,-0.6209545401778395,2.3573314742337717,1.7110655132994677,2.0,0
42,43,1.0,38.0,2.0,37.0,"POLYGON ((1 38, 2 38, 2 37, 1 37, 1 38))",2.0,1.0,5.649943186697418,0.036039261660479674,1.5273454622799032,2.527867896206321,1.869748791362837,2.0,0
43,44,1.0,37.0,2.0,36.0,"POLYGON ((1 37, 2 37, 2 36, 1 36, 1 37))",3.0,1.0,6.603396320514504,0.7212626862067405,1.225748110085116,2.694135507759359,2.0211285298170325,2.0,0
44,45,1.0,36.0,2.0,35.0,"POLYGON ((1 36, 2 36, 2 35, 1 35, 1 36))",4.0,1.0,0.2339623311539728,-0.8557208286770964,-0.3822044714588427,2.846892881096553,2.1601923724149863,2.0,0
45,46,1.0,35.0,2.0,34.0,"POLYGON ((1 35, 2 35, 2 34, 1 34, 1 35))",5.0,1.0,2.6160388870548923,-0.8831407974443651,0.8286310390205012,2.97444714847499,2.282388431486861,2.0,0
46,47,1.0,34.0,2.0,33.0,"POLYGON ((1 34, 2 34, 2 33, 1 33, 1 34))",6.0,1.0,2.798445689119747,1.0130464727732276,-1.340908933187936,3.0653527715058964,2.3838104656530454,2.0,0
47,48,1.0,33.0,2.0,32.0,"POLYGON ((1 33, 2 33, 2 32, 1 32, 1 33))",7.0,1.0,0.6933575569115522,-0.31601447130694493,-0.8200498246252494,3.1112741975622873,2.4613334578742823,2.0,0
48,49,1.0,32.0,2.0,31.0,"POLYGON ((1 32, 2 32, 2 31, 1 31, 1 32))",8.0,1.0,3.7551327720325425,-0.08474375102879197,0.4293711482696859,3.1093256924557817,2.512695206166478,2.0,0
49,50,1.0,31.0,2.0,30.0,"POLYGON ((1 31, 2 31, 2 30, 1 30, 1 31))",9.0,1.0,0.8283123596356188,-0.7492767819519164,-0.16722243834297035,3.0633160131699055,2.536524316017457,2.0,0
50,51,1.0,30.0,2.0,29.0,"POLYGON ((1 30, 2 30, 2 29, 1 29, 1 30))",10.0,1.0,3.6393234876611134,0.38394797938541614,-0.15825844338443867,2.983561471098065,2.5323193649521176,2.0,1
51,52,1.0,29.0,2.0,28.0,"POLYGON ((1 29, 2 29, 2 28, 1 28, 1 29))",11.0,1.0,2.930521993668933,-0.08137207485408599,0.12437439194571748,2.885234937365932,2.5003876078283054,2.0,1
52,53,1.0,28.0,2.0,27.0,"POLYGON ((1 28, 2 28, 2 27, 1 27, 1 28))",12.0,1.0,3.4919198749389584,-0.8418987230717239,1.3810512727324298,2.7855269939314176,2.4417541066660897,2.0,1
53,54,1.0,27.0,2.0,26.0,"POLYGON ((1 27, 2 27, 2 26, 1 26, 1 27))",13.0,1.0,1.769903851410609,-0.482532381913906,0.10379633494617363,2.7001483128789623,2.358053415705715,2.0,1
54,55,1.0,26.0,2.0,25.0,"POLYGON ((1 26, 2 26, 2 25, 1 25, 1 26))",14.0,1.0,-0.4553699683234158,-0.4268038245972517,-1.067154974709989,2.6398528871306075,2.251415874590156,2.0,1
55,56,1.0,25.0,2.0,24.0,"POLYGON ((1 25, 2 25, 2 24, 1 24, 1 25))",15.0,1.0,1.1572718793336203,0.1329423842559148,-0.8664148172786403,2.6076841321374573,2.1243592352743463,2.0,1
56,57,1.0,24.0,2.0,23.0,"POLYGON ((1 24, 2 24, 2 23, 1 23, 1 24))",16.0,1.0,2.696395332477132,-0.9129130622416488,0.9530731140735605,2.597537587274057,1.979693968345975,2.0,1
57,58,1.0,23.0,2.0,22.0,"POLYGON ((1 23, 2 23, 2 22, 1 22, 1 23))",17.0,1.0,4.922826389106529,0.9487483343195208,0.3006328017152293,2.5944142910432486,1.8204474592006512,2.0,1
58,59,1.0,22.0,2.0,21.0,"POLYGON ((1 22, 2 22, 2 21, 1 21, 1 22))",18.0,1.0,5.7081883717939395,-0.5528412702847925,2.021912978176773,2.576444797733477,1.6498087811411586,2.0,1
59,60,1.0,21.0,2.0,20.0,"POLYGON ((1 21, 2 21, 2 20, 1 20, 1 21))",19.0,1.0,4.410313312099034,0.8300256671615842,0.33541265685374977,2.5184436960799745,1.471092221144355,2.0,1
60,61,1.0,20.0,2.0,19.0,"POLYGON ((1 20, 2 20, 2 19, 1 19, 1 20))",20.0,1.0,0.09825344761876575,0.6059479714351328,-1.539248027024698,2.396461434969774,1.2877146281228509,2.0,2
61,62,1.0,19.0,2.0,18.0,"POLYGON ((1 19, 2 19, 2 18, 1 18, 1 19))",21.0,1.0,-1.554343214998053,0.13904954997788715,-1.9501622294658336,2.192584658641853,1.1031793005885717,2.0,2
62,63,1.0,18.0,2.0,17.0,"POLYGON ((1 18, 2 18, 2 17, 1 17, 1 18))",22.0,1.0,3.6543166310479576,-0.6865138244244389,1.1937484247795942,1.8991386929421137,0.9210577980472126,2.0,2
63,64,1.0,17.0,2.0,16.0,"POLYGON ((1 17, 2 17, 2 16, 1 16, 1 17))",23.0,1.0,1.8918680346247536,-0.6293006454501195,0.4195909636048798,1.52149048801598,0.7449609085744138,2.0,2
64,65,1.0,16.0,2.0,15.0,"POLYGON ((1 16, 2 16, 2 15, 1 15, 1 16))",24.0,1.0,0.2757477863316322,-1.7772757347344426,0.11252310225207984,1.078839724567516,0.5784910707137214,2.0,2
65,66,1.0,15.0,2.0,14.0,"POLYGON ((1 15, 2 15, 2 14, 1 14, 1 15))",25.0,1.0,2.440059775437166,-2.039940178522755,1.3523423680617028,0.6026979141246356,0.4251707397806914,2.0,2
66,67,1.0,14.0,2.0,13.0,"POLYGON ((1 14, 2 14, 2 13, 1 13, 1 14))",26.0,1.0,1.8699655806197852,-0.09286766767025399,0.8817995469065941,0.1331443489678923,0.28834429498515757,2.0,2
67,68,1.0,13.0,2.0,12.0,"POLYGON ((1 13, 2 13, 2 12, 1 12, 1 13))",27.0,1.0,-0.10393950324520308,0.7272004501530422,0.02916006216145916,-0.28665074883669295,0.17105479134727286,2.0,2
68,69,1.0,12.0,2.0,11.0,"POLYGON ((1 12, 2 12, 2 11, 1 11, 1 12))",28.0,1.0,1.7928894651673621,0.4363581304790133,1.1882872049722861,-0.6168048689812089,0.07590078399052946,2.0,2
69,70,1.0,11.0,2.0,10.0,"POLYGON ((1 11, 2 11, 2 10, 1 10, 1 11))",29.0,1.0,-2.5743755427473825,-0.32711274113204447,-0.872908396993396,-0.8269617283106525,0.004882171340716335,2.0,2
70,71,1.0,10.0,2.0,9.0,"POLYGON ((1 10, 2 10, 2 9, 1 9, 1 10))",30.0,1.0,-0.8719656508355523,0.48995138474630856,0.024658967477543904,-0.9013166471403045,-0.04075289767917356,2.0,3
71,72,1.0,9.0,2.0,8.0,"POLYGON ((1 9, 2 9, 2 8, 1 8, 1 9))",31.0,1.0,2.2747995166007136,-0.9184206580629187,1.5303120844612872,-0.8415230989658515,-0.060645899191190455,2.0,3
72,73,1.0,8.0,2.0,7.0,"POLYGON ((1 8, 2 8, 2 7, 1 7, 1 8))",32.0,1.0,1.1840874947337132,-0.3082330364829768,0.9169603621290157,-0.6669203155114736,-0.055435608661952074,2.0,3
73,74,1.0,7.0,2.0,6.0,"POLYGON ((1 7, 2 7, 2 6, 1 6, 1 7))",33.0,1.0,-1.9829313862761306,-0.9033692819902062,-0.7975868410124504,-0.411987162126096,-0.02682121072512711,2.0,3
74,75,1.0,6.0,2.0,5.0,"POLYGON ((1 6, 2 6, 2 5, 1 5, 1 6))",34.0,1.0,1.8282601250181105,1.689432119969253,0.9558944577792902,-0.12142512804470407,0.022431405829388407,2.0,3
75,76,1.0,5.0,2.0,4.0,"POLYGON ((1 5, 2 5, 2 4, 1 4, 1 5))",35.0,1.0,-3.411787161549347,0.6977099225266639,-1.8149324323020515,0.1562962470050422,0.08854891417622435,2.0,3
76,77,1.0,4.0,2.0,3.0,"POLYGON ((1 4, 2 4, 2 3, 1 3, 1 4))",36.0,1.0,3.039061414714518,2.441719813587031,1.1278818129975057,0.37582489111089723,0.16687946558864497,2.0,3
77,78,1.0,3.0,2.0,2.0,"POLYGON ((1 3, 2 3, 2 2, 1 2, 1 3))",37.0,1.0,-0.45976878787539155,0.660480358554003,-0.5636743842182794,0.5010795587349306,0.25208989134931725,2.0,3
78,79,1.0,2.0,2.0,1.0,"POLYGON ((1 2, 2 2, 2 1, 1 1, 1 2))",38.0,1.0,-0.7198453526351504,0.3166383785173846,-0.6683427875314465,0.5096821876785831,0.33842402570058705,2.0,3
79,80,1.0,1.0,2.0,0.0,"POLYGON ((1 1, 2 1, 2 0, 1 0, 1 1))",39.0,1.0,1.4628291616020532,0.1851699446324662,0.49500386039890104,0.3950483347987588,0.4200093387717976,2.0,3
80,81,2.0,40.0,3.0,39.0,"POLYGON ((2 40, 3 40, 3 39, 2 39, 2 40))",0.0,2.0,-0.10775661394059943,-0.9440872868437772,-0.19933634578331283,1.8475844664187564,1.648860662023002,2.0,0
81,82,2.0,39.0,3.0,38.0,"POLYGON ((2 39, 3 39, 3 38, 2 38, 2 39))",1.0,2.0,0.14874943000107393,-1.0470180273756327,-0.010782499003002734,2.0618145433677624,1.8065592625007214,2.0,0
82,83,2.0,38.0,3.0,37.0,"POLYGON ((2 38, 3 38, 3 37, 2 37, 2 38))",2.0,2.0,-0.18792229808836658,-0.39138883555036014,-0.8559643260199571,2.2919337992977296,1.9620576153286122,2.0,0
83,84,2.0,37.0,3.0,36.0,"POLYGON ((2 37, 3 37, 3 36, 2 36, 2 37))",3.0,2.0,1.4037833232731773,-0.5628830593830972,0.0329354593951089,2.525565240790939,2.1099459585968194,2.0,0
84,85,2.0,36.0,3.0,35.0,"POLYGON ((2 36, 3 36, 3 35, 2 35, 2 36))",4.0,2.0,7.103765700794392,0.2993913822740573,1.8433863179934793,2.7448435093297237,2.2450531153312796,2.0,0
85,86,2.0,35.0,3.0,34.0,"POLYGON ((2 35, 3 35, 3 34, 2 34, 2 35))",5.0,2.0,6.790028636079679,0.007195659719550624,1.9216314733963145,2.9297645787145155,2.3626896261287236,2.0,0
86,87,2.0,34.0,3.0,33.0,"POLYGON ((2 34, 3 34, 3 33, 2 33, 2 34))",6.0,2.0,6.231623626952514,1.330175218543762,-0.05069626033193781,3.062314112208969,2.4588505257135154,2.0,0
87,88,2.0,33.0,3.0,32.0,"POLYGON ((2 33, 3 33, 3 32, 2 32, 2 33))",7.0,2.0,3.4510282547030613,0.23682412124691843,-0.1393357123976345,3.1304476952519913,2.5303671817346034,2.0,0
88,89,2.0,32.0,3.0,31.0,"POLYGON ((2 32, 3 32, 3 31, 2 31, 2 32))",8.0,2.0,0.4625875865486955,-0.20455693471717432,-1.0708460027525104,3.1310141777257012,2.57500234054769,2.0,0
89,90,2.0,31.0,3.0,30.0,"POLYGON ((2 31, 3 31, 3 30, 2 30, 2 31))",9.0,2.0,5.3115838170140846,1.305424935061526,-0.5711698988016106,3.070931316795283,2.5914874206555423,2.0,0
90,91,2.0,30.0,3.0,29.0,"POLYGON ((2 30, 3 30, 3 29, 2 29, 2 30))",10.0,2.0,2.1060363895139353,0.12108089049545606,-0.5862908768291356,2.966289294214799,2.5795057145630147,2.0,1
91,92,2.0,29.0,3.0,28.0,"POLYGON ((2 29, 3 29, 3 28, 2 28, 2 29))",11.0,2.0,7.967936899938751,1.9994749849283326,0.025260124692708656,2.8394917900326204,2.5396291020378645,2.0,1
92,93,2.0,28.0,3.0,27.0,"POLYGON ((2 28, 3 28, 3 27, 2 27, 2 28))",12.0,2.0,9.275764197803705,1.4630361868712063,1.471200321254458,2.7149549249422336,2.4732188190715543,2.0,1
93,94,2.0,27.0,3.0,26.0,"POLYGON ((2 27, 3 27, 3 26, 2 26, 2 27))",13.0,2.0,-2.154259723247601,-1.2885405425034513,-0.8493777004930347,2.61418909872729,2.3823025506243236,2.0,1
94,95,2.0,26.0,3.0,25.0,"POLYGON ((2 26, 3 26, 3 25, 2 25, 2 26))",14.0,2.0,4.735940134098648,0.3855249615338139,0.6548922588849775,2.5512296438252307,2.2694405286302683,2.0,1
95,96,2.0,25.0,3.0,24.0,"POLYGON ((2 25, 3 25, 3 24, 2 24, 2 25))",15.0,2.0,-0.9605848474423071,-0.6324463940236289,-1.069003790277614,2.529335373763442,2.1375924559386648,2.0,1
96,97,2.0,24.0,3.0,23.0,"POLYGON ((2 24, 3 24, 3 23, 2 23, 2 24))",16.0,2.0,-0.39157462548561295,0.17452359020270597,-1.6392637286784832,2.5396517424548284,1.9899951004511278,2.0,1
97,98,2.0,23.0,3.0,22.0,"POLYGON ((2 23, 3 23, 3 22, 2 22, 2 23))",17.0,2.0,1.286215942399299,-0.23734122818597853,-0.42080852014474,2.5621810950830723,1.8300575745480765,2.0,1
98,99,2.0,22.0,3.0,21.0,"POLYGON ((2 22, 3 22, 3 21, 2 21, 2 22))",18.0,2.0,2.8313703626540816,0.5307724632973582,-0.30968603030833625,2.568981821569407,1.6612779725299203,2.0,1
99,100,2.0,21.0,3.0,20.0,"POLYGON ((2 21, 3 21, 3 20, 2 20, 2 21))",19.0,2.0,1.1173597176779513,-1.126738913087545,0.13195951237953188,2.529106032992639,1.4871815649661122,2.0,1
100,101,2.0,20.0,3.0,19.0,"POLYGON ((2 20, 3 20, 3 19, 2 19, 2 20))",20.0,2.0,2.657548881485436,1.7135706377263495,-1.0019356041231586,2.4144534174743875,1.3112775293808445,2.0,2
101,102,2.0,19.0,3.0,18.0,"POLYGON ((2 19, 3 19, 3 18, 2 18, 2 19))",21.0,2.0,-0.06362148142999069,-1.5616784947108475,-0.2467365214409747,2.2055246480461337,1.1370285834171967,2.0,2
102,103,2.0,18.0,3.0,17.0,"POLYGON ((2 18, 3 18, 3 17, 2 17, 2 18))",22.0,2.0,-0.27046429926908067,-0.8463160695797342,-0.6737066745018547,1.896035883811025,0.9678261627279987,2.0,2
103,104,2.0,17.0,3.0,16.0,"POLYGON ((2 17, 3 17, 3 16, 2 16, 2 17))",23.0,2.0,2.474721282979385,0.15605491648491024,0.4266385329109581,1.4955136520249104,0.8069631381638347,2.0,2
104,105,2.0,16.0,3.0,15.0,"POLYGON ((2 16, 3 16, 3 15, 2 15, 2 16))",24.0,2.0,-3.2265806981049856,-1.7198605830142413,-1.5624556164018102,1.0293049504287732,0.6575965673612822,2.0,2
105,106,2.0,15.0,3.0,14.0,"POLYGON ((2 15, 3 15, 3 14, 2 14, 2 15))",25.0,2.0,0.7090188492922611,-1.1884617483006636,0.39717934887756445,0.5358626592582458,0.5226945744020348,2.0,2
106,107,2.0,14.0,3.0,13.0,"POLYGON ((2 14, 3 14, 3 13, 2 13, 2 14))",26.0,2.0,-0.5989909556691876,0.0012234577194087486,-0.33055978271807634,0.061633153459651036,0.40496397991873034,2.0,2
107,108,2.0,13.0,3.0,12.0,"POLYGON ((2 13, 3 13, 3 12, 2 12, 2 13))",27.0,2.0,1.415987747532802,0.19258801023785305,0.8513034485792284,-0.34569715743593266,0.3067584931030469,2.0,2
108,109,2.0,12.0,3.0,11.0,"POLYGON ((2 12, 3 12, 3 11, 2 11, 2 12))",28.0,2.0,-1.9279567687652515,0.8374350177845132,-0.7380094653117816,-0.6445234229784655,0.22997078071355848,2.0,2
109,110,2.0,11.0,3.0,10.0,"POLYGON ((2 11, 3 11, 3 10, 2 10, 2 11))",29.0,2.0,-0.3582609397275235,-1.4554721225529572,0.35188836517335026,-0.8059980617589697,0.17591515793937051,2.0,2
110,111,2.0,10.0,3.0,9.0,"POLYGON ((2 10, 3 10, 3 9, 2 9, 2 10))",30.0,2.0,-0.5724855284166657,-0.3819541872490511,0.15094649186094258,-0.818914712111698,0.14521060870236746,2.0,3
111,112,2.0,9.0,3.0,8.0,"POLYGON ((2 9, 3 9, 3 8, 2 8, 2 9))",31.0,2.0,2.2862856653724175,-2.3136237868316294,1.6483729654051866,-0.6919298437946013,0.13767597975795498,2.0,3
112,113,2.0,8.0,3.0,7.0,"POLYGON ((2 8, 3 8, 3 7, 2 7, 2 8))",32.0,2.0,-3.2499250508900044,0.7647066236591149,-1.4568294741002348,-0.4526928508556023,0.1522502153949794,2.0,3
113,114,2.0,7.0,3.0,6.0,"POLYGON ((2 7, 3 7, 3 6, 2 6, 2 7))",33.0,2.0,-1.9570792693302934,-1.1614664304861289,-0.797977651392544,-0.1439875618061799,0.18695022003188133,2.0,3
114,115,2.0,6.0,3.0,5.0,"POLYGON ((2 6, 3 6, 3 5, 2 5, 2 6))",34.0,2.0,1.9402477239840394,0.45189131150028167,0.8249073161360345,0.18248652028762646,0.23887728902324046,2.0,3
115,116,2.0,5.0,3.0,4.0,"POLYGON ((2 5, 3 5, 3 4, 2 4, 2 5))",35.0,2.0,0.342086305449067,0.5713418003528592,-0.15270460022171087,0.4736475655778063,0.30428010029603003,2.0,3
116,117,2.0,4.0,3.0,3.0,"POLYGON ((2 4, 3 4, 3 3, 2 3, 2 4))",36.0,2.0,0.3209671618117296,0.5644701099866727,-0.28769693921222095,0.6826085104369439,0.37867820814156894,2.0,3
117,118,2.0,3.0,3.0,2.0,"POLYGON ((2 3, 3 3, 3 2, 2 2, 2 3))",37.0,2.0,0.9241595560733584,0.19994290007087118,0.02886719103978643,0.775042243462652,0.4570451388808616,2.0,3
118,119,2.0,2.0,3.0,1.0,"POLYGON ((2 2, 3 2, 3 1, 2 1, 2 2))",38.0,2.0,1.684045027782774,-0.48757906598180056,0.6055498926390449,0.7333343854599337,0.5340449603407884,2.0,3
119,120,2.0,1.0,3.0,0.0,"POLYGON ((2 1, 3 1, 3 0, 2 0, 2 1))",39.0,2.0,2.6979477158145224,1.8832216580390868,0.500964530616113,0.5579670087379935,0.6043110437829735,2.0,3
120,121,3.0,40.0,4.0,39.0,"POLYGON ((3 40, 4 40, 4 39, 3 39, 3 40))",0.0,3.0,6.795180020611815,0.9984883908951311,1.788727126347829,1.4564125152824288,1.7639797004096713,2.0,0
121,122,3.0,39.0,4.0,38.0,"POLYGON ((3 39, 4 39, 4 38, 3 38, 3 39))",1.0,3.0,-2.7345883921408576,-0.24075379600151584,-1.99823791635988,1.7236435838851625,1.917959969791515,2.0,0
122,123,3.0,38.0,4.0,37.0,"POLYGON ((3 38, 4 38, 4 37, 3 37, 3 38))",2.0,3.0,1.8473952088275514,-0.6935082215194023,0.6294468683013403,2.0235219815888716,2.0692191741000916,2.0,0
